amortized_time_per_query,avg_query_time,buffer_size_max,buffer_size_min,database,dataset_size,elapsed_seconds,gpu_memory_used_mb,gpu_utilization_percent,initialization_time,mode,note,num_queries,query,result_row_count,session_total_time,test_timestamp,total_time
0.11072608232498168,0.07674084913612593,8 GB,6 GB,sirius,50m,19.10268545150757,447.3125,0,3.3217824697494507,persistent_session,Query timing estimated from total time,100,1_hop,278383,7.750825762748718,2025-11-29T21:38:52.687752,11.072608232498169
0.11111041069030762,0.07700721532991617,8 GB,6 GB,sirius,50m,21.45759415626526,447.3125,0,3.3333123207092283,persistent_session,Query timing estimated from total time,100,2_hop,172447,7.777728748321533,2025-11-29T21:39:14.145394,11.111041069030762
0.1112596869468689,0.07711067412159231,8 GB,6 GB,sirius,50m,22.49955153465271,447.3125,0,3.337790608406067,persistent_session,Query timing estimated from total time,100,3_hop,145447,7.788178086280823,2025-11-29T21:39:36.644991,11.12596869468689
0.11135767221450805,0.0771785847031244,8 GB,6 GB,sirius,50m,34.943469762802124,447.3125,0,3.340730166435242,persistent_session,Query timing estimated from total time,100,k_hop,727383,7.795037055015564,2025-11-29T21:40:11.588509,11.135767221450806
0.1123504662513733,0.07786665977817951,8 GB,6 GB,sirius,50m,30.84063959121704,447.3125,0,3.3705139875411985,persistent_session,Query timing estimated from total time,100,shortest_path,1403382,7.864532637596131,2025-11-29T21:40:42.429193,11.235046625137329
0.15203378915786744,0.1053699528816903,8 GB,6 GB,sirius,100m,27.741170406341553,447.3125,0,4.561013674736023,persistent_session,Query timing estimated from total time,100,1_hop,580674,10.64236524105072,2025-11-29T21:41:10.170495,15.203378915786743
0.15195904970169066,0.1053181532585975,8 GB,6 GB,sirius,100m,32.85408329963684,447.3125,0,4.55877149105072,persistent_session,Query timing estimated from total time,100,2_hop,372764,10.637133479118347,2025-11-29T21:41:43.024617,15.195904970169067
0.15234965801239014,0.10558887188977535,8 GB,6 GB,sirius,100m,33.61605262756348,447.3125,0,4.570489740371704,persistent_session,Query timing estimated from total time,100,3_hop,323375,10.66447606086731,2025-11-29T21:42:16.640716,15.234965801239014
0.15729687213897706,0.10901763415572667,8 GB,6 GB,sirius,100m,49.87212371826172,447.3125,0,4.7189061641693115,persistent_session,Query timing estimated from total time,100,k_hop,1577121,11.010781049728394,2025-11-29T21:43:06.512882,15.729687213897705
0.15018609285354614,0.10408937128463594,8 GB,6 GB,sirius,100m,37.32843065261841,447.3125,0,4.505582785606384,persistent_session,Query timing estimated from total time,100,shortest_path,2928787,10.51302649974823,2025-11-29T21:43:43.841362,15.018609285354614
