amortized_time_per_query,avg_query_time,buffer_size_max,buffer_size_min,database,dataset_size,elapsed_seconds,gpu_memory_used_mb,gpu_utilization_percent,initialization_time,mode,note,num_queries,query,session_total_time,test_timestamp,total_time
0.01429077386856079,0.009904496740586686,2 GB,1 GB,sirius,100k,1.471160888671875,1289.265625,43,0.42872321605682373,persistent_session,Query timing estimated from total time,100,1_hop_gpu,1.0003541707992554,2025-11-17T17:35:34.022101,1.429077386856079
0.010123169422149659,0.007016058015351248,2 GB,1 GB,sirius,100k,1.0328083038330078,1289.265625,1,0.30369508266448975,persistent_session,Query timing estimated from total time,100,2_hop_gpu,0.7086218595504761,2025-11-17T17:35:35.054942,1.0123169422149658
0.010397000312805176,0.007205841800954083,2 GB,1 GB,sirius,100k,1.060844898223877,1289.265625,13,0.31191000938415525,persistent_session,Query timing estimated from total time,100,3_hop_gpu,0.7277900218963623,2025-11-17T17:35:36.115821,1.0397000312805176
0.022181386947631835,0.015373238478556718,4 GB,2 GB,sirius,1m,2.2400076389312744,1289.265625,1,0.6654416084289551,persistent_session,Query timing estimated from total time,100,1_hop_gpu,1.5526970863342284,2025-11-17T17:35:38.355873,2.2181386947631836
0.01876965045928955,0.013008668635151174,4 GB,2 GB,sirius,1m,1.8995685577392578,1289.265625,0,0.5630895137786865,persistent_session,Query timing estimated from total time,100,2_hop_gpu,1.3138755321502686,2025-11-17T17:35:40.255476,1.876965045928955
0.02468548059463501,0.01710874892697476,4 GB,2 GB,sirius,1m,2.48897385597229,1289.265625,0,0.7405644178390502,persistent_session,Query timing estimated from total time,100,3_hop_gpu,1.7279836416244507,2025-11-17T17:35:42.744477,2.468548059463501
0.06435805797576905,0.044604594636671616,8 GB,4 GB,sirius,5m,6.462315797805786,1197.640625,3,1.9307417392730712,persistent_session,Query timing estimated from total time,100,1_hop_gpu,4.505064058303833,2025-11-17T17:35:49.206838,6.435805797576904
0.055528032779693606,0.038484775193847055,8 GB,4 GB,sirius,5m,5.5742247104644775,1204.265625,1,1.665840983390808,persistent_session,Query timing estimated from total time,100,2_hop_gpu,3.8869622945785522,2025-11-17T17:35:54.781090,5.55280327796936
0.058196210861206056,0.04033400752756855,8 GB,4 GB,sirius,5m,5.841843605041504,1204.265625,1,1.7458863258361816,persistent_session,Query timing estimated from total time,100,3_hop_gpu,4.073734760284424,2025-11-17T17:36:00.622961,5.8196210861206055
0.0685492467880249,0.04750937896199746,8 GB,6 GB,sirius,20m,6.8750221729278564,1148.79296875,1,2.056477403640747,persistent_session,Query timing estimated from total time,100,1_hop_gpu,4.7984472751617435,2025-11-17T17:36:07.498025,6.85492467880249
0.07185927867889404,0.04980346047052063,8 GB,6 GB,sirius,20m,7.209603548049927,1117.35546875,1,2.155778360366821,persistent_session,Query timing estimated from total time,100,2_hop_gpu,5.030149507522584,2025-11-17T17:36:14.707656,7.185927867889404
0.06500988960266113,0.04505635913055722,8 GB,6 GB,sirius,20m,6.5233314037323,1117.35546875,1,1.9502966880798338,persistent_session,Query timing estimated from total time,100,3_hop_gpu,4.5506922721862795,2025-11-17T17:36:21.231017,6.500988960266113
