amortized_time_per_query,avg_query_time,buffer_size_max,buffer_size_min,database,dataset_size,elapsed_seconds,gpu_memory_used_mb,gpu_utilization_percent,initialization_time,mode,note,num_queries,query,result_row_count,session_total_time,test_timestamp,total_time
0.030390238761901854,0.030082736015319824,,,duckdb,100k,3.055086612701416,,,0.030750274658203125,persistent_session,,100,1_hop,521,3.0082736015319824,2025-11-29T10:24:03.202052,3.0390238761901855
0.009893827438354492,0.009619646072387696,,,duckdb,100k,1.0107336044311523,,,0.027418136596679688,persistent_session,,100,2_hop,252,0.9619646072387695,2025-11-29T10:24:04.212795,0.9893827438354492
0.011735095977783203,0.011454062461853027,,,duckdb,100k,1.1970064640045166,,,0.028103351593017578,persistent_session,,100,3_hop,184,1.1454062461853027,2025-11-29T10:24:05.409809,1.1735095977783203
0.019083733558654784,0.018801863193511962,,,duckdb,100k,1.9424073696136475,,,0.028187036514282227,persistent_session,,100,k_hop,1082,1.8801863193511963,2025-11-29T10:24:07.352224,1.9083733558654785
0.01063434362411499,0.010354397296905517,,,duckdb,100k,1.0894606113433838,,,0.027994632720947266,persistent_session,,100,shortest_path,2642,1.0354397296905518,2025-11-29T10:24:08.441694,1.063434362411499
0.010185670852661134,0.009351294040679931,,,duckdb,1m,1.0420660972595215,,,0.08343768119812012,persistent_session,,100,1_hop,6867,0.9351294040679932,2025-11-29T10:24:09.483864,1.0185670852661133
0.021785740852355958,0.02103269100189209,,,duckdb,1m,2.216003656387329,,,0.07530498504638672,persistent_session,,100,2_hop,3865,2.103269100189209,2025-11-29T10:24:11.699880,2.1785740852355957
0.02533860445022583,0.024592797756195068,,,duckdb,1m,2.5824520587921143,,,0.07458066940307617,persistent_session,,100,3_hop,2793,2.459279775619507,2025-11-29T10:24:14.282351,2.533860445022583
0.05185359716415405,0.051111776828765866,,,duckdb,1m,5.283831834793091,,,0.07418203353881836,persistent_session,,100,k_hop,15538,5.111177682876587,2025-11-29T10:24:19.566194,5.185359716415405
0.028363802433013917,0.02758686065673828,,,duckdb,1m,2.897796154022217,,,0.07769417762756348,persistent_session,,100,shortest_path,28718,2.758686065673828,2025-11-29T10:24:22.464007,2.8363802433013916
0.021696267127990724,0.02021533966064453,,,duckdb,5m,2.213311195373535,,,0.14809274673461914,persistent_session,,100,1_hop,34971,2.021533966064453,2025-11-29T10:24:24.677398,2.1696267127990723
0.08983482599258423,0.08853929996490478,,,duckdb,5m,9.142277479171753,,,0.12955260276794434,persistent_session,,100,2_hop,23102,8.853929996490479,2025-11-29T10:24:33.819693,8.983482599258423
0.13006500244140626,0.12869483470916748,,,duckdb,5m,13.165480613708496,,,0.13701677322387695,persistent_session,,100,3_hop,19891,12.869483470916748,2025-11-29T10:24:46.985190,13.006500244140625
0.27752363681793213,0.27620534896850585,,,duckdb,5m,28.189835786819458,,,0.13182878494262695,persistent_session,,100,k_hop,95014,27.620534896850586,2025-11-29T10:25:15.175042,27.752363681793213
0.2294061017036438,0.2280812954902649,,,duckdb,5m,23.411163330078125,,,0.13248062133789062,persistent_session,,100,shortest_path,138288,22.80812954902649,2025-11-29T10:25:38.586232,22.94061017036438
0.09875414848327636,0.09472127437591553,,,duckdb,20m,9.994696140289307,,,0.403287410736084,persistent_session,,100,1_hop,154506,9.472127437591553,2025-11-29T10:25:48.580979,9.875414848327637
0.45663671255111693,0.4535761499404907,,,duckdb,20m,46.22241950035095,,,0.30605626106262207,persistent_session,,100,2_hop,116132,45.35761499404907,2025-11-29T10:26:34.803434,45.663671255111694
0.47658844232559205,0.4735236191749573,,,duckdb,20m,48.16585063934326,,,0.30648231506347656,persistent_session,,100,3_hop,109776,47.35236191749573,2025-11-29T10:27:22.969315,47.658844232559204
2.1077477502822877,2.1046468091011046,,,duckdb,20m,212.84345293045044,,,0.31009411811828613,persistent_session,,100,k_hop,482672,210.46468091011047,2025-11-29T10:30:55.812793,210.77477502822876
2.166747748851776,2.163472173213959,,,duckdb,20m,221.21782302856445,,,0.3275575637817383,persistent_session,,100,shortest_path,614897,216.34721732139587,2025-11-29T10:34:37.030659,216.6747748851776
